Менеджер проекта,50000,70000,RUR,Екатеринбург,2022-12-26T08:39:27+0300
Токарь-расточник 5 разряда,,,,Нытва,2022-12-26T08:14:57+0300
Оператор станков с ЧПУ,80000,90000,RUR,Златоуст,2022-12-26T08:43:47+0300
Главный специалист корпоративного ит сервиса,,,,Казань,2022-12-26T08:46:21+0300
Инженер ОПС,,50000,RUR,Кострома,2022-12-26T08:58:29+0300
Консультант - аналитик 1С (удаленно),120000,,RUR,Новосибирск,2022-12-26T08:31:12+0300
Механик-наладчик (пищевое производство),55000,,RUR,Краснодар,2022-12-26T08:40:54+0300
Ведущий специалист отдела корпоративного ИТ сервиса,70000,80000,RUR,Москва,2022-12-26T08:47:09+0300
Менеджер по внедрению новых проектов,50000,70000,RUR,Екатеринбург,2022-12-26T08:40:53+0300
Специалист технической поддержки 1С (департамент ИТ),40000,,RUR,Челябинск,2022-12-26T08:45:16+0300
Руководитель проектов 1С,,,,Санкт-Петербург,2022-12-26T08:10:53+0300
Токарь-расточник 5 разряда,,,,Краснокамск,2022-12-26T08:22:09+0300
Младший системный аналитик департамента ИТ,,,,Челябинск,2022-12-26T08:44:08+0300
Техник по эксплуатации КД (Фонтанка 76),,46000,RUR,Санкт-Петербург,2022-12-26T08:05:29+0300
Риск-менеджер / Методолог-аналитик отдела рисков,,,,Санкт-Петербург,2022-12-26T08:10:36+0300
Пресейл по печатному оборудованию,40000,60000,RUR,Новосибирск,2022-12-26T08:51:07+0300
Инженер-механик,45000,45000,RUR,Бузулук,2022-12-26T08:38:44+0300
Заместитель руководителя IT-службы,,,,Крымск,2022-12-26T08:00:43+0300
Токарь-универсал (металлообработка),65000,,RUR,Киров (Кировская область),2022-12-26T08:16:44+0300
Оператор автоматических и полуавтоматических линий станков и установок,35000,40000,RUR,Пермь,2022-12-26T08:52:49+0300
Бизнес-аналитик на проекты внедрения,,,,Тюмень,2022-12-26T08:55:21+0300
Стажер-резчик,,,,Железнодорожный,2022-12-26T08:25:34+0300
Фрезеровщик,55000,,RUR,Вологда,2022-12-26T08:32:07+0300
Программист 1C,,,,Саратов,2022-12-26T08:59:15+0300
Механик,42700,,RUR,Рязань,2022-12-26T08:23:44+0300
Специалист по развитию проекта (менеджер по продукту),60000,,RUR,Екатеринбург,2022-12-26T08:38:54+0300
Программист .Net,,,,Тюмень,2022-12-26T08:43:25+0300
Главный бизнес-аналитик,,,,Москва,2022-12-26T08:34:41+0300
"Токарь (станочник широкого профиля), 5-6 разряды",57700,,RUR,Белово,2022-12-26T08:41:03+0300
Системный администратор,,,,Санкт-Петербург,2022-12-26T08:37:10+0300
Специалист внедрения и сопровождения 1С ERP,,,,Москва,2022-12-26T08:36:44+0300
Механик по выпуску ТС,52200,52200,RUR,Тучково,2022-12-26T08:58:10+0300
Фрезеровщик,,60000,RUR,Владимир,2022-12-26T08:19:17+0300
Заместитель руководителя IT-службы,,,,Краснодар,2022-12-26T08:00:22+0300
Программист 1С (отдел ПО),80000,120000,RUR,Челябинск,2022-12-26T08:43:25+0300
Главный эксперт по развитию эффективности продаж кредитных продуктов,,,,Москва,2022-12-26T08:44:25+0300
Токарь,80000,90000,RUR,Стерлитамак,2022-12-26T08:41:28+0300
Менеджер по продукту,50000,,RUR,Челябинск,2022-12-26T08:11:43+0300
Специалист службы технической поддержки,25000,,RUR,Тюмень,2022-12-26T08:04:35+0300
Токарь,80000,90000,RUR,Набережные Челны,2022-12-26T08:41:06+0300
Ведущий специалист регионального ИТ сервиса,41000,91000,RUR,Канск,2022-12-26T08:46:34+0300
Системный администратор,,60000,RUR,Екатеринбург,2022-12-26T08:02:23+0300
IT Service Manager по управлению доступностью и конфигурациями,,,,Москва,2022-12-26T08:11:10+0300
Администратор баз данных,,,,Москва,2022-12-26T08:45:48+0300
Middle+ Fullstack Javascript Developer,150000,,RUR,Новосибирск,2022-12-26T08:56:41+0300
Системный инженер (направление прикладных систем),60000,,RUR,Екатеринбург,2022-12-26T08:51:24+0300
Оператор станков с ЧПУ,80000,90000,RUR,Альметьевск,2022-12-26T08:43:12+0300
QA Automation Mobile Engineer (Middle/Middle +),200000,250000,RUR,Москва,2022-12-26T08:44:57+0300
Инженер-программист,,,,Пермь,2022-12-26T08:03:54+0300
Фрезеровщик,40600,,RUR,Воронеж,2022-12-26T08:29:55+0300
Стажер-резчик,,,,Балашиха,2022-12-26T08:25:37+0300
Руководитель проектов,120000,,RUR,Новосибирск,2022-12-26T08:30:07+0300
"Аналитик (консультационные услуги для розничных сетей), Санкт-Петербург",,,,Санкт-Петербург,2022-12-26T08:52:37+0300
Фрезеровщик,45000,,RUR,Челябинск,2022-12-26T08:33:37+0300
Программист-наладчик станков с ЧПУ,,,,Нижний Новгород,2022-12-26T08:30:33+0300
Токарь-универсал,100000,,RUR,Москва,2022-12-26T08:25:13+0300
Наладчик станков и манипуляторов с программным управлением,53000,,RUR,Набережные Челны,2022-12-26T08:16:16+0300
Дежурный администратор баз данных (MSSQL DBA),176000,234000,RUR,Москва,2022-12-26T08:51:18+0300
Специалист сервисной службы,60000,80000,RUR,Москва,2022-12-26T08:11:53+0300
Инженер по вычислительной газодинамике и теплообмену (CFD),70000,,RUR,Екатеринбург,2022-12-26T08:34:52+0300
Администратор Linux,,,,Москва,2022-12-26T08:45:48+0300
Инженер - Ведущий инженер автоматизации КИП АСУ ТП,65000,65000,RUR,Уфа,2022-12-26T08:52:47+0300
Разработчик BI (Backend),,,,Москва,2022-12-26T08:51:30+0300
Токарь,80000,90000,RUR,Кумертау,2022-12-26T08:41:13+0300
Инженер отдела технического обслуживания абонентов,38000,62000,RUR,Хабаровск,2022-12-26T08:19:00+0300
Оператор станков с ЧПУ,80000,90000,RUR,Самара,2022-12-26T08:43:41+0300
Оператор станков с ЧПУ,80000,90000,RUR,Нефтекамск,2022-12-26T08:43:16+0300
Оператор бобинорезательного станка,42000,60000,RUR,Санкт-Петербург,2022-12-26T08:55:29+0300
Младший продакт-менеджер (мед. оборудование),60000,63000,RUR,Москва,2022-12-26T08:12:04+0300
Вечерний инженер отдела технического обслуживания абонентов,38000,50000,RUR,Хабаровск,2022-12-26T08:18:59+0300
Инженер-программист,,,,Новотроицк (Оренбургская область),2022-12-26T08:48:27+0300
Главный механик производственного предприятия,45000,50000,RUR,Луганск,2022-12-26T08:28:41+0300
Специалист внедрения и сопровождения 1С ERP,100000,,RUR,Самара,2022-12-26T08:36:44+0300
Механик,,,,Балабаново,2022-12-26T08:12:08+0300
Токарь,80000,90000,RUR,Ижевск,2022-12-26T08:40:38+0300
Стажер-резчик,,,,Железногорск (Курская область),2022-12-26T08:25:11+0300
Фрезеровщик 6 разряд,67000,,RUR,Санкт-Петербург,2022-12-26T08:47:30+0300
Менеджер по продаже розничных услуг,35000,50000,RUR,Хабаровск,2022-12-26T08:19:00+0300
Специалист внедрения и сопровождения 1С ERP,100000,,RUR,Оренбург,2022-12-26T08:36:44+0300
Оператор станков с программным управлением,25000,30000,RUR,Нижний Новгород,2022-12-26T08:25:21+0300
Менеджер продаж,34500,34500,RUR,Томск,2022-12-26T08:13:51+0300
Специалист технической поддержки,34000,34000,RUR,Волгоград,2022-12-26T08:33:54+0300
Инженер-программист,,,,Москва,2022-12-26T08:48:57+0300
Инженер систем безопасности,30000,47000,RUR,Томск,2022-12-26T08:20:16+0300
Ведущий специалист отдела регионального ИТ-сервиса,47500,104000,RUR,Чита,2022-12-26T08:46:50+0300
Программист 1С,,,,Санкт-Петербург,2022-12-26T08:54:28+0300
Ведущий консультант-аналитик 1C,150000,,RUR,Казань,2022-12-26T08:09:45+0300
Программист 1С,,,,Челябинск,2022-12-26T08:24:05+0300
Чат-менеджер (в офис),25000,,RUR,Чебоксары,2022-12-26T08:57:50+0300
Программист 1С,,,,Самара,2022-12-26T08:54:27+0300
Токарь,130000,,RUR,Норильск,2022-12-26T08:48:53+0300
Инженер-программист,,,,Челябинск,2022-12-26T08:48:27+0300
Токарь (на ДИП 300/500),,,,Пенза,2022-12-26T08:37:18+0300
Системный администратор,,,,Москва,2022-12-26T08:15:57+0300
Оператор станков с ЧПУ,80000,,RUR,Александров,2022-12-26T08:57:43+0300
Инженер-программист 2 категории (Волгоград),20000,28000,RUR,Волгоград,2022-12-26T08:30:28+0300
Специалист внедрения и сопровождения 1С ERP,100000,,RUR,Челябинск,2022-12-26T08:36:44+0300
Программист .Net,,,,Новосибирск,2022-12-26T08:43:24+0300
Специалист технической поддержки (Contact Collection System),,,,Казань,2022-12-26T08:45:18+0300
Токарь 5 разряда,50000,85000,RUR,Кемерово,2022-12-26T08:19:12+0300
Специалист по товародвижению,,,,Кострома,2022-12-26T08:53:56+0300
Инженер технического отдела,,,,Екатеринбург,2022-12-26T08:20:44+0300
Токарь,80000,90000,RUR,Сибай,2022-12-26T08:41:09+0300
Программист разработчик WEB систем (bitrix),150000,,RUR,Москва,2022-12-26T08:43:24+0300
Оператор станков с ЧПУ,80000,90000,RUR,Стерлитамак,2022-12-26T08:44:10+0300
Инженер-программист,60000,,RUR,Уфа,2022-12-26T08:11:14+0300
Начальник отдела маркетинга и рекламы,,,,Хабаровск,2022-12-26T08:19:00+0300
Оператор станков с ЧПУ,80000,90000,RUR,Сибай,2022-12-26T08:43:21+0300
Менеджер активных продаж/ Руководитель проектов наружных инженерных сетей,60000,500000,RUR,Краснодар,2022-12-26T08:06:43+0300
Дизайнер-разработчик мебели,,,,Кострома,2022-12-26T08:53:13+0300
Фрезеровщик в инструментальную службу,70000,,RUR,Ростов-на-Дону,2022-12-26T08:50:40+0300
Java developer (Middle),,,,Новосибирск,2022-12-26T08:06:35+0300
Механик-автослесарь,35000,,RUR,Саратов,2022-12-26T08:31:32+0300
Оператор станков с ЧПУ,80000,90000,RUR,Ишимбай,2022-12-26T08:44:00+0300
Программист .Net,,,,Санкт-Петербург,2022-12-26T08:43:24+0300
Старший специалист по администрированию систем поддержки бизнеса,,,,Ташкент,2022-12-26T08:05:03+0300
"Presale engineer (инженер по поддержке продаж) ЭПУ, АКБ, UPS",90000,200000,RUR,Москва,2022-12-26T08:22:02+0300
Программист 1С,,,,Новосибирск,2022-12-26T08:26:04+0300
Программист 1С,,,,Кострома,2022-12-26T08:59:54+0300
Наладчик станков с ЧПУ,80000,80000,RUR,Тольятти,2022-12-26T08:47:12+0300
Фрезеровщик,1500,2000,BYR,Минск,2022-12-26T08:33:26+0300
Бизнес-аналитик на проекты внедрения,,,,Ульяновск,2022-12-26T08:55:21+0300
"Токарь 4,5 разрядов",36377,41249,RUR,Березники,2022-12-26T08:29:33+0300
Стажер-резчик,,,,Курск,2022-12-26T08:23:44+0300
Системный администратор,,,,Екатеринбург,2022-12-26T08:48:24+0300
Наладчик станков с ЧПУ (с обучением),40000,60000,RUR,Ростов-на-Дону,2022-12-26T08:35:01+0300
Токарь-расточник,,,,Иваново (Ивановская область),2022-12-26T08:08:23+0300
Сервисный инженер ДГУ (механик),50000,100000,RUR,Екатеринбург,2022-12-26T08:20:44+0300
Руководитель проекта (CRM),,,,Москва,2022-12-26T08:48:13+0300
Senior Frontend developer react (удаленная работа только в РФ),,,,Санкт-Петербург,2022-12-26T08:04:43+0300
Сервисный инженер по обслуживанию банкоматов / АТМ,40000,55000,RUR,Южно-Сахалинск,2022-12-26T08:17:17+0300
Программист 1C ERP,,,,Обнинск,2022-12-26T08:45:33+0300
Системный администратор (SCCM),,,,Саратов,2022-12-26T08:20:13+0300
Программист 1C,85000,,RUR,Тверь,2022-12-26T08:57:50+0300
Заместитель руководителя IT-службы,,,,Новороссийск,2022-12-26T08:00:28+0300
Электромонтер по линейным сооружениям,30000,,RUR,Лиски,2022-12-26T08:51:56+0300
Токарь,80000,90000,RUR,Салават,2022-12-26T08:41:18+0300
Токарь 3 - 5 разряда,70000,,RUR,Санкт-Петербург,2022-12-26T08:17:41+0300
Оператор станков с ЧПУ,80000,90000,RUR,Туймазы,2022-12-26T08:43:55+0300
Оператор станков с ЧПУ,80000,90000,RUR,Салават,2022-12-26T08:43:51+0300
"Менеджер по продажам продуктов, услуг для информационной безопасности (ИБ)",,,,Екатеринбург,2022-12-26T08:48:24+0300
Главный программист/ Архитектор ПО (Lead Java Backend developer),,,,Пермь,2022-12-26T08:18:29+0300
Системный администратор 1С (стажер),30000,60000,RUR,Красноярск,2022-12-26T08:07:38+0300
Методолог,,,,Саратов,2022-12-26T08:22:52+0300
Руководитель проекта (IT),,,,Москва,2022-12-26T08:18:18+0300
Системный аналитик 1С: Зарплата и управление персоналом (ЗУП),,,,Краснодар,2022-12-26T08:44:09+0300
Системный администратор,40000,,RUR,Нижний Новгород,2022-12-26T08:25:35+0300
Программист 1C,75000,,RUR,Пятигорск,2022-12-26T08:55:28+0300
Наладчик станков с ЧПУ (фрезерная группа),55000,,RUR,Миасс,2022-12-26T08:24:14+0300
Программист 1С,115000,,RUR,Волгоград,2022-12-26T08:44:33+0300
Программист 1C,120000,160000,RUR,Нижний Новгород,2022-12-26T08:00:09+0300
Системный администратор,35000,45000,RUR,Чита,2022-12-26T08:39:29+0300
"Программист FullStack PHP, SQL",,,,Нижний Новгород,2022-12-26T08:45:20+0300
DevOps инженер облачных решений,,,,Москва,2022-12-26T08:11:10+0300
Наладчик технологического оборудования,,,,Пятигорск,2022-12-26T08:19:55+0300
Шлифовщик 5-6 разряда,60000,,RUR,Челябинск,2022-12-26T08:33:02+0300
Инженер DevOps,,,,Москва,2022-12-26T08:44:28+0300
Ведущий специалист регионального ИТ сервиса,41760,,RUR,Киров (Кировская область),2022-12-26T08:46:30+0300
Аналитик 1С,,,,Санкт-Петербург,2022-12-26T08:32:13+0300
Техник по эксплуатации (ст.м. Ладожская),,33000,RUR,Санкт-Петербург,2022-12-26T08:06:14+0300
Оператор - аналитик,45000,,RUR,Симферополь,2022-12-26T08:34:45+0300
Специалист корпоративного ИТ сервиса,,36900,RUR,Красноярск,2022-12-26T08:45:43+0300
Сервисный инженер (судовое радиооборудование),100000,,RUR,Санкт-Петербург,2022-12-26T08:41:46+0300
Фрезеровщик в инструментальную службу,50000,,RUR,Новошахтинск,2022-12-26T08:50:41+0300
Инженер КИПиА,,,,Новосибирск,2022-12-26T08:28:51+0300
Программист .Net,,,,Краснодар,2022-12-26T08:43:24+0300
Программист - эксперт 1С (удаленно),200000,,RUR,Новосибирск,2022-12-26T08:33:15+0300
Токарь,80000,90000,RUR,Туймазы,2022-12-26T08:41:23+0300
Инженер по направлению динамика и прочность (FEA),70000,,RUR,Екатеринбург,2022-12-26T08:34:55+0300
Руководитель проекта (строительство объектов электроэнергетики ВЛ и ПС 110-500 кВ),200000,,RUR,Москва,2022-12-26T08:16:47+0300
Механик по выпуску автотранспорта / Механик-контролер по выпуску транспортных средств,52200,52200,RUR,Руза,2022-12-26T08:58:15+0300
DevOps - инженер,,,,Москва,2022-12-26T08:40:04+0300
Ведущий специалист отдела регионального ИТ сервиса,40000,45000,RUR,Красноярск,2022-12-26T08:46:56+0300
Электромеханик,45000,50000,RUR,Нижний Новгород,2022-12-26T08:13:55+0300
Ведущий инженер-программист,52826,52826,RUR,Березники,2022-12-26T08:29:57+0300
Программист 1С,160000,160000,RUR,Москва,2022-12-26T08:40:05+0300
Инженер по сервису СВП,,,,Москва,2022-12-26T08:13:44+0300
Программист .Net,,,,Челябинск,2022-12-26T08:43:24+0300
Разработчик 1C,140000,,KGS,Бишкек,2022-12-26T08:11:09+0300
Фрезеровщик в инструментальную службу,50000,,RUR,Шахты,2022-12-26T08:50:40+0300
Руководитель проекта,,,,Москва,2022-12-26T08:50:19+0300
Токарь 4-6 разряд,,,,Челябинск,2022-12-26T08:53:50+0300
Бизнес-аналитик на проекты внедрения,,,,Ижевск,2022-12-26T08:55:21+0300
Бизнес-аналитик,,,,Москва,2022-12-26T08:03:38+0300
Оператор станков с ЧПУ,80000,90000,RUR,Октябрьский (Республика Башкортостан),2022-12-26T08:42:50+0300
Главный бизнес-аналитик,,,,Санкт-Петербург,2022-12-26T08:34:45+0300
Главный эксперт Департамента архитектурных решений,,,,Алматы,2022-12-26T08:37:25+0300
Lead UX/UI designer (удаленная работа только в РФ),,,,Санкт-Петербург,2022-12-26T08:13:00+0300
Ведущий специалист отдела регионального ИТ-сервиса,35100,70200,RUR,Новокузнецк,2022-12-26T08:46:43+0300
WEB Developer Wordpress | Woocommerce Разработчик,,,,Казань,2022-12-26T08:54:11+0300
Программист 1С,,,,Владимир,2022-12-26T08:19:00+0300
"Бренд-менеджер (направление ""Спецобувь"")",85000,,RUR,Екатеринбург,2022-12-26T08:38:24+0300
Программист 1C ERP,,,,Калуга,2022-12-26T08:45:29+0300
Программист 1С,,,,Пинск,2022-12-26T08:20:09+0300
Наладчик станков с ЧПУ (фрезерная группа),,85000,RUR,Владимир,2022-12-26T08:19:26+0300
Системный аналитик Web систем,,,,Москва,2022-12-26T08:44:09+0300
Наладчик станков с ЧПУ (токарная группа),60000,,RUR,Миасс,2022-12-26T08:24:18+0300
Администратор серверов PLM,,,,Пермь,2022-12-26T08:41:30+0300
Проектировщик СЗИ,50000,,RUR,Екатеринбург,2022-12-26T08:51:24+0300
Механик-наладчик производственного оборудования,60000,,RUR,Ивантеевка,2022-12-26T08:31:21+0300
Android разработчик (middle),150000,280000,RUR,Новосибирск,2022-12-26T08:50:15+0300
Бизнес-аналитик 1С (зарплатные проекты),,,,Гродно,2022-12-26T08:23:12+0300
Инженер по информационной безопасности,,,,Екатеринбург,2022-12-26T08:48:24+0300
Архитектор 1С,180000,250000,RUR,Москва,2022-12-26T08:40:53+0300
Системный аналитик 1С: Управление Холдингом,,,,Москва,2022-12-26T08:44:09+0300
Консультант по системной инженерии (системный инженер),,,,Екатеринбург,2022-12-26T08:35:07+0300
Системный аналитик 1С: Управление Холдингом,,,,Краснодар,2022-12-26T08:44:09+0300
Главный специалист регионального ИТ сервиса,47800,63574,RUR,Краснодар,2022-12-26T08:46:03+0300
Программист 1С,160000,180000,RUR,Нижний Новгород,2022-12-26T08:59:54+0300
Ведущий инженер связи,,,,Нижний Новгород,2022-12-26T08:21:47+0300
Методолог-аналитик 1С,,,,Екатеринбург,2022-12-26T08:11:02+0300
Программист 1C,,,,Набережные Челны,2022-12-26T08:10:25+0300
Консультант-аналитик 1С,,,,Владимир,2022-12-26T08:19:05+0300
Senior Backend Developer (PHP),4000,,USD,Армения,2022-12-26T08:36:46+0300
Руководитель транспортного отдела,80000,,RUR,Красноярск,2022-12-26T08:12:54+0300
Методист 1С,,,,Вологда,2022-12-26T08:11:28+0300
Системный аналитик Web систем,,,,Краснодар,2022-12-26T08:44:09+0300
Ведущий специалист отдела корпоративного ит сервиса,38000,,RUR,Казань,2022-12-26T08:47:31+0300
Программист 1С,138000,,RUR,Казань,2022-12-26T08:41:10+0300
Токарь,1500,3000,BYR,Минск,2022-12-26T08:49:11+0300
Инженер техник по оборудованию,35000,50000,RUR,Иваново (Ивановская область),2022-12-26T08:21:43+0300
Программист-аналитик HCL Notes/Domino,,,,Минск,2022-12-26T08:40:20+0300
DevOps Engineer,,,,Москва,2022-12-26T08:18:06+0300
Инженер-механик,40000,,RUR,Нижний Новгород,2022-12-26T08:24:19+0300
Главный механик,65000,,RUR,Дмитров,2022-12-26T08:20:25+0300
Наладчик автоматических линий и агрегатных станков,29000,,RUR,Липецк,2022-12-26T08:37:13+0300
Механик по выпуску автотранспорта / Механик-контролер по выпуску транспортных средств,52200,52200,RUR,Можайск,2022-12-26T08:58:18+0300
Бизнес-аналитик продукта «Финансовое планирование и инвестиционный анализ»,,,,Москва,2022-12-26T08:03:38+0300
Помощник оператора токарно-фрезерной группы,40000,,RUR,Всеволожск,2022-12-26T08:47:47+0300
Системный администратор Linux,,,,Москва,2022-12-26T08:44:45+0300
Мастер слаботочных сетей,200000,240000,KZT,Караганда,2022-12-26T08:55:21+0300
Системный аналитик Web систем,,,,Челябинск,2022-12-26T08:44:09+0300
Системный аналитик 1С: Управление Холдингом,,,,Челябинск,2022-12-26T08:44:09+0300
Системный аналитик департамента ИТ,,,,Москва,2022-12-26T08:44:08+0300
Программист 1С,138000,,RUR,Саратов,2022-12-26T08:10:25+0300
Ведущий инженер по защите информации,70000,,RUR,Санкт-Петербург,2022-12-26T08:17:42+0300
Разработчик BI (Full Stack),,,,Москва,2022-12-26T08:51:19+0300
Фрезеровщик (м Тушинская),70000,120000,RUR,Москва,2022-12-26T08:01:08+0300
Менеджер техподдержки,,35000,RUR,Саратов,2022-12-26T08:44:55+0300
Специалист-консультант 1С,40000,100000,RUR,Тюмень,2022-12-26T08:40:31+0300
"Монтажник систем видеонаблюдения, сигнализации ОПС, СКС, СКД",45000,60000,RUR,Томск,2022-12-26T08:20:13+0300
Enterprise архитектор,,,,Санкт-Петербург,2022-12-26T08:23:11+0300
Программист 1С: УТ,,,,Москва,2022-12-26T08:43:24+0300
Инженер по внедрению информационных систем,50000,,RUR,Хабаровск,2022-12-26T08:18:48+0300
Токарь 5 р.,50000,,RUR,Барнаул,2022-12-26T08:54:11+0300
Ведущий специалист по информационной безопасности,125000,125000,RUR,Москва,2022-12-26T08:39:34+0300
Ведущий инженер отдела подготовки проектов,65000,90000,RUR,Хабаровск,2022-12-26T08:18:49+0300
Аналитик 1С,,,,Москва,2022-12-26T08:32:25+0300
Программист 1С,,,,Белгород,2022-12-26T08:11:21+0300
Механик рефрижераторных установок,45000,45000,RUR,Новокузнецк,2022-12-26T08:58:36+0300
Программист 1С,138000,,RUR,Барнаул,2022-12-26T08:10:11+0300
Категорийный менеджер (женская одежда),,,,Москва,2022-12-26T08:44:09+0300
Технический специалист высокочастотного моделирования (HFSS),70000,,RUR,Екатеринбург,2022-12-26T08:35:00+0300
Бизнес-аналитик в Управление разработки и сопровождения цифровых каналов физических лиц,,,,Минск,2022-12-26T08:58:25+0300
Наладчик станков с ЧПУ,,,,Челябинск,2022-12-26T08:53:30+0300
Системный аналитик по 1С УНФ,,,,Москва,2022-12-26T08:44:08+0300
Программист 1С,138000,,RUR,Новосибирск,2022-12-26T08:10:35+0300
Ведущий инженер центра мониторинга и управления информационной безопасностью,80000,,RUR,Хабаровск,2022-12-26T08:18:48+0300
IDC Business planning Specialist,,,,Ташкент,2022-12-26T08:53:53+0300
Руководитель отдела по работе на маркетплейс,50000,100000,RUR,Екатеринбург,2022-12-26T08:25:55+0300
Токарь-универсал,35000,80000,RUR,Энгельс,2022-12-26T08:00:19+0300
Программист 1C,,,,Москва,2022-12-26T08:40:09+0300
Сервисный инженер,60000,85000,RUR,Москва,2022-12-26T08:21:23+0300
Главный бизнес-аналитик,,,,Краснодар,2022-12-26T08:35:13+0300
Ведущий инженер отдела технической поддержки,,,,Екатеринбург,2022-12-26T08:34:42+0300
Middle С++ разработчик,,,,Уфа,2022-12-26T08:33:45+0300
Программист 1С в офис,120000,,RUR,Красноярск,2022-12-26T08:12:54+0300
Программист 1с,,,,Ульяновск,2022-12-26T08:13:57+0300
"Системный аналитик 1C (ТМЦ, ОС и НМА)",,,,Москва,2022-12-26T08:44:09+0300
Наладчик фрезерных станков с ЧПУ,70000,,RUR,Пенза,2022-12-26T08:27:38+0300
Программист 1С,,,,Вологда,2022-12-26T08:11:28+0300
Фрезеровщик 5 разряда,50000,,RUR,Барнаул,2022-12-26T08:54:03+0300
Специалист поддержки системы принятия решений (Скоринг),,,,Казань,2022-12-26T08:45:21+0300
Наладчик станков c ЧПУ,,,,Балашиха,2022-12-26T08:40:50+0300
Программист 1C,,,,Тольятти,2022-12-26T08:19:39+0300
Инженер-механик (ТЭС),,,,Санкт-Петербург,2022-12-26T08:19:35+0300
Senior Frontend Developer (VueJS),4000,,USD,Армения,2022-12-26T08:36:45+0300
Системный аналитик 1С: Зарплата и управление персоналом (ЗУП),,,,Челябинск,2022-12-26T08:44:09+0300
Программист 1С,138000,,RUR,Красноярск,2022-12-26T08:41:11+0300
Специалист по информационной безопасности,46000,75000,RUR,Новосибирск,2022-12-26T08:51:51+0300
Программист 1C,,,,Минск,2022-12-26T08:42:46+0300
Продакт-менеджер,100000,140000,RUR,Москва,2022-12-26T08:54:21+0300
Специалист внедрения и сопровождения 1С ERP,,,,Уфа,2022-12-26T08:36:44+0300
Системный аналитик по 1С УНФ,,,,Челябинск,2022-12-26T08:44:08+0300
Senior Java Developer (удаленная работа только в РФ),,,,Новосибирск,2022-12-26T08:05:53+0300
Наладчик станков с ЧПУ,,,,Москва,2022-12-26T08:40:27+0300
Программист 1С,138000,,RUR,Белгород,2022-12-26T08:41:10+0300
Системный администратор,,,,Москва,2022-12-26T08:46:40+0300
Инженер 2 категории отдела главного механика,42898,42898,RUR,Березники,2022-12-26T08:29:41+0300
Системный аналитик департамента ИТ,,,,Челябинск,2022-12-26T08:44:09+0300
Программист 1С,138000,,RUR,Нижний Новгород,2022-12-26T08:41:10+0300
Ведущий инженер по внедрению,70000,,RUR,Хабаровск,2022-12-26T08:18:48+0300
Руководитель проектов 1С (удаленно),,,,Новосибирск,2022-12-26T08:30:07+0300
Ведущий программист 1C: Управление холдингом,,,,Москва,2022-12-26T08:43:24+0300
Программист 1С,138000,,RUR,Иркутск,2022-12-26T08:09:50+0300
Владелец продукта (экономика строительства),,,,Москва,2022-12-26T08:03:38+0300
Программист 1С,138000,,RUR,Челябинск,2022-12-26T08:41:11+0300
Программист 1С: УТ,,,,Краснодар,2022-12-26T08:43:24+0300
Программист 1С,138000,,RUR,Самара,2022-12-26T08:10:01+0300
"Программист 1С: ERP (г. Павловск, Воронежская обл.)",,,,Воронеж,2022-12-26T08:47:33+0300
Программист 1С: УТ,,,,Челябинск,2022-12-26T08:43:25+0300
Спикер профессии по Кибербезопасности,,,,Москва,2022-12-26T08:54:51+0300
Начальник отдела технических систем и средств транспортной безопасности,65000,,RUR,Хабаровск,2022-12-26T08:18:48+0300
Разработчик python (Senior/Lead),,,,Санкт-Петербург,2022-12-26T08:11:42+0300
Системный аналитик по 1С УНФ,,,,Краснодар,2022-12-26T08:44:09+0300
PHP-разработчик (Middle+/Senior backend developer),,,,Новосибирск,2022-12-26T08:23:00+0300
Токарь (5 разряд),55000,,RUR,Краснодар,2022-12-26T08:21:44+0300
Программист 1С: УНФ,,,,Челябинск,2022-12-26T08:43:25+0300
Программист 1С,138000,,RUR,Екатеринбург,2022-12-26T08:10:08+0300
Руководитель группы поддержки автоматизированного проектирования (BIM-менеджер),,,,Набережные Челны,2022-12-26T08:10:24+0300
Программист 1С,138000,,RUR,Омск,2022-12-26T08:10:39+0300
Программист 1С,138000,,RUR,Тольятти,2022-12-26T08:41:10+0300
Программист 1С,138000,,RUR,Ярославль,2022-12-26T08:41:10+0300
Программист 1С,138000,,RUR,Ижевск,2022-12-26T08:41:10+0300
Ведущий программист 1C: Управление холдингом,,,,Краснодар,2022-12-26T08:43:24+0300
Программист 1С,138000,,RUR,Набережные Челны,2022-12-26T08:09:48+0300
Программист 1С,138000,,RUR,Калининград,2022-12-26T08:10:04+0300
Бизнес-аналитик по автоматизации планирования запасов/ консультант SAP SCM (APO SPP),,,,Минск,2022-12-26T08:40:09+0300
Программист 1С,138000,,RUR,Тюмень,2022-12-26T08:10:20+0300
Программист 1С,138000,,RUR,Волгоград,2022-12-26T08:41:10+0300
Программист 1С,138000,,RUR,Пермь,2022-12-26T08:41:11+0300
Главный инженер / Технический директор,70000,,RUR,Пермь,2022-12-26T08:37:05+0300
Программист-разработчик 1C,,,,Санкт-Петербург,2022-12-26T08:28:29+0300
Web-разработчик (Bitrix),180000,210000,RUR,Москва,2022-12-26T08:44:17+0300
Программист 1С,138000,,RUR,Краснодар,2022-12-26T08:09:57+0300
Программист 1С,138000,,RUR,Тула,2022-12-26T08:41:10+0300
Программист 1С,138000,,RUR,Воронеж,2022-12-26T08:41:11+0300
